Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
27.0,2,24.0,3,4.0,3.0,2.0,1,5,0,2.0,21419.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
44.0,3,6.0,3,3.0,5.0,6.0,1,1,1,1.0,20454.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
33.0,3,20.0,4,4.0,3.0,4.0,0,2,0,1.0,23081.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
37.0,1,6.0,2,3.0,3.0,5.0,0,5,1,1.0,22491.0,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
23.0,3,13.0,2,3.0,3.0,2.0,1,1,1,0.0,17275.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
40.0,1,25.0,3,4.0,3.0,2.0,0,3,0,1.0,23212.0,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
25.0,1,16.0,3,4.0,5.0,4.0,1,3,0,2.0,21850.0,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
37.0,1,20.0,3,3.0,5.0,2.0,0,4,1,0.0,18034.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
57.0,1,30.0,2,2.0,3.0,4.0,1,4,1,1.0,24439.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
34.0,1,15.0,2,4.0,4.0,2.0,0,1,1,0.0,23621.0,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
19.0,1,31.0,2,1.0,3.0,2.0,1,5,1,0.0,17994.0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
43.0,3,8.0,3,3.0,3.0,2.0,0,3,1,2.0,20675.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
25.0,3,20.0,4,4.0,4.0,3.0,0,1,0,1.0,20711.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
26.0,1,9.0,4,2.0,3.0,3.0,0,1,0,2.0,23884.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
28.0,1,9.0,3,3.0,4.0,1.0,0,4,0,0.0,22655.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
25.0,1,30.0,3,3.0,3.0,3.0,1,4,0,2.0,21403.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
52.0,1,7.0,4,4.0,3.0,3.0,0,4,1,1.0,21401.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
35.0,1,15.0,3,2.0,3.0,4.0,0,3,0,2.0,23082.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
22.0,1,25.0,4,4.0,3.0,3.0,0,3,1,2.0,21371.0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
40.0,1,13.0,3,4.0,4.0,6.0,0,3,0,2.0,27054.0,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
43.0,1,9.0,3,4.0,3.0,7.0,1,2,0,2.0,21193.0,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
30.0,1,22.0,4,6.0,3.0,2.0,1,5,1,1.0,20846.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
47.0,1,8.0,2,3.0,3.0,4.0,0,5,1,0.0,32169.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
50.0,3,18.0,3,4.0,3.0,3.0,0,4,0,2.0,26332.0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
32.0,3,9.0,3,4.0,3.0,3.0,1,1,1,1.0,28530.0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
34.0,3,15.0,3,4.0,3.0,2.0,0,2,1,2.0,25782.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
41.0,1,23.0,3,5.0,3.0,8.0,0,5,1,2.0,23772.0,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False
30.0,3,15.0,2,3.0,3.0,2.0,0,5,0,0.0,16081.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
51.0,3,19.0,3,4.0,3.0,5.0,1,3,1,2.0,35558.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
28.0,3,19.0,2,3.0,3.0,4.0,1,5,1,1.0,24854.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
43.0,3,15.0,3,4.0,4.0,2.0,0,3,1,1.0,25503.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
30.0,1,35.0,4,4.0,3.0,6.0,0,5,1,1.0,21192.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
33.0,1,11.0,4,5.0,3.0,3.0,0,4,1,1.0,24840.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
