Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
36.0,1,14.0,3,4.0,3.0,5.0,0,3,0,2.0,28899.0,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
49.0,1,11.0,4,5.0,3.0,2.0,0,5,1,2.0,29677.0,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
36.0,1,12.0,2,2.0,3.0,4.0,0,2,0,0.0,18038.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
41.0,3,9.0,3,4.0,4.0,2.0,0,1,0,1.0,24393.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
34.0,2,10.0,3,4.0,4.0,5.0,1,5,0,2.0,20955.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
30.0,3,9.0,3,4.0,3.0,3.0,0,2,0,1.0,23232.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
45.0,1,13.0,3,3.0,5.0,2.0,0,2,1,2.0,20210.0,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
56.0,1,27.0,3,4.0,3.0,5.0,1,1,0,1.0,24093.0,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False
18.0,1,11.0,3,3.0,3.0,2.0,0,1,0,1.0,16051.0,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
40.0,1,7.0,3,2.0,3.0,2.0,0,3,1,1.0,28291.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
33.0,1,6.0,3,3.0,3.0,2.0,1,3,1,0.0,17686.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
31.0,3,12.0,2,5.0,3.0,3.0,0,1,1,1.0,24796.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
29.0,1,13.0,3,5.0,3.0,3.0,1,4,1,1.0,21381.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
44.0,1,23.0,3,5.0,3.0,3.0,0,4,1,1.0,17290.0,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
38.0,1,12.0,3,5.0,3.0,1.0,1,2,0,2.0,20329.0,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
36.0,1,22.0,2,1.0,5.0,2.0,0,1,1,0.0,17743.0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
30.0,3,13.0,2,3.0,4.0,1.0,0,1,0,0.0,17983.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
37.0,3,12.0,3,3.0,3.0,5.0,0,3,0,0.0,21502.0,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False
49.0,3,36.0,4,4.0,3.0,5.0,0,4,0,2.0,31182.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
26.0,1,9.0,3,4.0,3.0,8.0,1,5,0,1.0,22655.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
36.0,3,14.0,4,4.0,3.0,3.0,0,3,1,1.0,21082.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
39.0,1,36.0,3,4.0,3.0,3.0,0,3,1,1.0,21084.0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
35.0,1,9.0,2,4.0,3.0,2.0,0,1,1,1.0,16281.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
51.0,1,6.0,1,4.0,5.0,4.0,0,2,1,0.0,22484.0,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
37.0,3,8.0,3,3.0,3.0,5.0,1,3,0,2.0,24602.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
28.0,1,10.0,3,4.0,3.0,3.0,0,1,0,1.0,20384.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
35.0,3,14.0,3,4.0,3.0,5.0,1,5,1,2.0,25377.0,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
31.0,1,14.0,3,5.0,4.0,3.0,0,5,0,1.0,20819.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
31.0,2,24.0,2,1.0,5.0,1.0,0,1,1,0.0,17956.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
30.0,1,7.0,4,2.0,3.0,2.0,1,3,0,2.0,24972.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
35.0,1,22.0,3,3.0,3.0,5.0,1,1,0,0.0,22632.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
46.0,3,13.0,3,5.0,3.0,8.0,0,4,1,1.0,27543.0,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
21.0,3,28.0,3,2.0,3.0,3.0,0,3,1,2.0,21356.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
30.0,3,33.0,2,3.0,3.0,1.0,0,3,1,0.0,20304.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
37.0,3,10.0,3,5.0,3.0,6.0,0,1,0,1.0,28377.0,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False
48.0,3,10.0,3,4.0,3.0,2.0,1,5,1,1.0,32448.0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
36.0,1,16.0,3,4.0,3.0,3.0,0,4,0,2.0,23776.0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False
49.0,1,8.0,2,3.0,3.0,4.0,0,3,1,0.0,34161.0,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
33.0,1,6.0,2,4.0,3.0,1.0,0,4,1,1.0,21949.0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
20.0,1,10.0,4,4.0,4.0,3.0,0,3,1,3.0,20161.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
30.0,3,7.0,3,5.0,3.0,8.0,1,1,1,2.0,21478.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
32.0,1,30.0,4,5.0,3.0,2.0,0,3,1,2.0,24260.0,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False
58.0,1,8.0,2,3.0,4.0,1.0,1,3,1,0.0,34246.0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
29.0,1,9.0,3,5.0,3.0,3.0,1,4,1,1.0,22545.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
33.0,1,13.0,3,4.0,3.0,5.0,0,1,0,2.0,21716.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
35.0,3,6.0,3,3.0,4.0,2.0,0,4,0,0.0,22295.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
42.0,1,11.0,3,3.0,3.0,5.0,0,3,0,1.0,17093.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
42.0,1,29.0,2,3.0,3.0,3.0,0,3,0,0.0,30992.0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
48.0,1,8.0,3,1.0,4.0,6.0,0,2,0,2.0,17559.0,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False
27.0,3,14.0,2,3.0,4.0,2.0,0,2,0,0.0,21214.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
22.0,3,29.0,3,4.0,3.0,3.0,0,2,1,2.0,22125.0,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False
28.0,1,30.0,3,4.0,5.0,2.0,0,2,0,0.0,23722.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
38.0,1,21.0,4,4.0,5.0,3.0,0,4,1,1.0,21712.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
41.0,1,18.0,2,3.0,3.0,2.0,0,4,1,1.0,34545.0,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True
50.0,1,30.0,3,3.0,3.0,4.0,1,4,1,2.0,28973.0,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False
35.0,3,7.0,4,2.0,3.0,2.0,0,5,0,2.0,28403.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
21.0,1,18.0,4,5.0,5.0,3.0,1,3,0,2.0,21278.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
24.0,1,6.0,3,3.0,3.0,3.0,1,3,0,2.0,17293.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
49.0,1,13.0,2,4.0,3.0,1.0,0,1,1,0.0,25965.0,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
38.0,1,6.0,2,2.0,3.0,1.0,0,2,1,1.0,22625.0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
53.0,1,18.0,3,4.0,3.0,2.0,0,1,1,1.0,21827.0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
35.0,1,9.0,4,2.0,3.0,2.0,1,1,0,2.0,21610.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
27.0,3,30.0,3,5.0,3.0,2.0,1,1,0,1.0,22835.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
35.0,1,15.0,3,4.0,3.0,2.0,1,4,1,1.0,25685.0,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
28.0,1,15.0,3,6.0,3.0,3.0,0,2,1,2.0,23299.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
34.0,1,7.0,3,4.0,5.0,1.0,0,1,0,0.0,20343.0,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False
54.0,3,7.0,3,4.0,5.0,2.0,0,1,1,2.0,27059.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
22.0,1,21.0,2,3.0,3.0,2.0,0,1,1,1.0,17871.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
39.0,1,10.0,3,4.0,3.0,5.0,0,3,1,2.0,21499.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
32.0,1,16.0,1,3.0,3.0,3.0,0,1,0,0.0,26244.0,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False
32.0,1,14.0,3,1.0,3.0,6.0,0,3,1,2.0,20175.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
37.0,3,7.0,4,4.0,3.0,8.0,0,1,1,2.0,25493.0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
37.0,3,9.0,4,4.0,3.0,5.0,1,3,0,1.0,21322.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
36.0,1,8.0,3,3.0,3.0,5.0,0,5,1,0.0,17519.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
29.0,3,26.0,2,3.0,3.0,2.0,0,3,0,1.0,17157.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
37.0,3,12.0,3,3.0,3.0,5.0,0,3,1,0.0,21502.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
50.0,1,6.0,3,3.0,3.0,1.0,0,5,0,2.0,32399.0,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False
59.0,3,6.0,3,3.0,3.0,4.0,1,2,0,1.0,26904.0,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False
39.0,2,9.0,2,2.0,4.0,1.0,0,2,1,0.0,21389.0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
27.0,1,30.0,3,4.0,3.0,2.0,1,3,1,1.0,17534.0,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
55.0,1,6.0,2,3.0,5.0,1.0,1,2,1,0.0,34045.0,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True
50.0,1,23.0,4,4.0,5.0,6.0,1,1,1,2.0,21265.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
27.0,2,32.0,4,4.0,3.0,3.0,0,4,1,2.0,21620.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
29.0,1,13.0,2,3.0,3.0,4.0,1,4,1,1.0,18339.0,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
38.0,3,11.0,3,4.0,3.0,6.0,0,4,1,1.0,21471.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
51.0,1,6.0,3,3.0,3.0,2.0,0,4,1,0.0,17723.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
29.0,1,17.0,3,4.0,3.0,5.0,0,4,0,2.0,22338.0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
31.0,3,13.0,2,4.0,3.0,1.0,0,3,1,0.0,26557.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
38.0,3,9.0,4,4.0,3.0,6.0,1,3,0,2.0,28280.0,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False
36.0,3,9.0,4,4.0,3.0,3.0,0,2,1,1.0,20692.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
31.0,1,9.0,3,6.0,3.0,4.0,0,2,0,2.0,24769.0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
19.0,1,10.0,3,4.0,3.0,3.0,0,4,1,1.0,20098.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
29.0,3,29.0,2,4.0,5.0,2.0,0,3,1,1.0,22336.0,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
36.0,1,8.0,3,3.0,3.0,5.0,0,5,1,1.0,17519.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
46.0,1,12.0,3,6.0,5.0,3.0,1,3,1,1.0,24447.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
38.0,1,8.0,3,1.0,5.0,7.0,1,1,0,0.0,20980.0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
36.0,1,29.0,2,1.0,3.0,5.0,0,3,0,0.0,17571.0,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False
23.0,1,10.0,3,5.0,3.0,2.0,1,3,0,1.0,21531.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
45.0,3,8.0,3,3.0,3.0,5.0,0,1,1,2.0,20154.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
47.0,3,8.0,3,4.0,3.0,2.0,1,2,1,0.0,18294.0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
36.0,1,8.0,3,3.0,3.0,5.0,0,5,1,0.0,17543.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
53.0,3,13.0,3,4.0,3.0,1.0,1,1,0,1.0,25934.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
34.0,1,6.0,2,4.0,4.0,6.0,0,1,1,1.0,18294.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
28.0,3,17.0,4,5.0,3.0,3.0,1,3,1,3.0,24447.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
32.0,1,8.0,3,1.0,3.0,1.0,0,3,0,0.0,20055.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
38.0,1,21.0,3,4.0,3.0,1.0,1,5,1,2.0,26510.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
19.0,1,9.0,3,3.0,4.0,2.0,0,3,1,0.0,16483.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
38.0,1,16.0,3,3.0,3.0,1.0,0,5,0,2.0,17684.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
34.0,3,7.0,3,2.0,5.0,3.0,0,4,0,1.0,22715.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
41.0,3,12.0,3,5.0,5.0,7.0,1,5,0,1.0,29153.0,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
59.0,1,12.0,3,5.0,4.0,4.0,1,5,1,2.0,29230.0,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False
41.0,1,23.0,3,4.0,3.0,8.0,1,4,1,1.0,26623.0,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
41.0,3,6.0,3,3.0,3.0,1.0,1,2,1,0.0,20993.0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
42.0,1,8.0,2,3.0,3.0,6.0,1,1,1,1.0,17515.0,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
30.0,1,9.0,2,3.0,3.0,5.0,0,3,1,0.0,17097.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
50.0,3,15.0,3,5.0,4.0,8.0,0,4,1,2.0,31798.0,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False
41.0,1,7.0,3,4.0,4.0,5.0,0,1,1,2.0,21065.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
26.0,3,26.0,3,5.0,4.0,3.0,1,1,0,2.0,21091.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
41.0,3,14.0,3,4.0,4.0,3.0,0,5,0,1.0,23339.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
39.0,1,16.0,3,3.0,3.0,1.0,0,3,1,0.0,28464.0,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False
31.0,3,13.0,3,2.0,3.0,5.0,0,2,1,0.0,21929.0,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False
43.0,1,15.0,3,3.0,3.0,4.0,1,3,1,2.0,20679.0,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False
30.0,3,16.0,3,6.0,4.0,3.0,0,1,1,2.0,21438.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
23.0,3,15.0,2,3.0,5.0,2.0,0,5,1,0.0,16790.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
28.0,1,15.0,3,2.0,3.0,2.0,0,4,0,1.0,22195.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
45.0,1,15.0,4,2.0,3.0,4.0,1,3,1,3.0,21496.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
26.0,3,33.0,3,4.0,3.0,3.0,0,4,0,1.0,24858.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
58.0,3,36.0,3,5.0,3.0,5.0,0,3,1,1.0,32796.0,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False
55.0,2,26.0,3,4.0,4.0,4.0,0,3,1,2.0,29403.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
44.0,1,15.0,3,4.0,4.0,6.0,0,3,1,1.0,23443.0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
30.0,1,25.0,3,5.0,3.0,3.0,1,3,0,2.0,21067.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
36.0,3,7.0,3,5.0,5.0,2.0,0,1,1,2.0,22990.0,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False
28.0,1,7.0,3,5.0,5.0,7.0,0,3,0,2.0,22976.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False
36.0,1,24.0,3,3.0,3.0,3.0,0,3,1,0.0,22779.0,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
35.0,1,34.0,4,4.0,4.0,4.0,0,3,1,1.0,20989.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
25.0,2,17.0,3,4.0,3.0,2.0,0,4,1,2.0,20823.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
26.0,2,27.0,4,4.0,4.0,2.0,1,3,0,2.0,22347.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
37.0,1,16.0,3,3.0,3.0,7.0,0,3,0,2.0,25048.0,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False
34.0,1,25.0,3,3.0,3.0,1.0,0,3,0,0.0,17661.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
45.0,3,12.0,2,4.0,3.0,7.0,0,4,1,0.0,23865.0,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
29.0,3,16.0,2,4.0,4.0,2.0,1,5,0,1.0,23268.0,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False
29.0,1,15.0,2,3.0,3.0,1.0,0,5,1,1.0,17974.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
57.0,1,16.0,3,4.0,3.0,2.0,0,4,0,1.0,29781.0,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False
28.0,1,17.0,3,4.0,5.0,3.0,0,3,0,2.0,27471.0,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
36.0,3,16.0,2,3.0,3.0,2.0,0,1,1,1.0,24980.0,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
58.0,3,8.0,2,3.0,4.0,5.0,0,4,1,0.0,17705.0,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False
36.0,1,13.0,3,6.0,3.0,3.0,0,5,0,2.0,25324.0,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False
34.0,1,32.0,3,5.0,4.0,6.0,1,4,1,1.0,20991.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
37.0,3,9.0,3,4.0,3.0,5.0,0,4,1,2.0,23180.0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
24.0,1,23.0,3,3.0,4.0,2.0,0,2,0,1.0,17210.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
26.0,3,20.0,3,4.0,3.0,3.0,0,3,1,1.0,20774.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
33.0,3,18.0,3,2.0,3.0,2.0,0,3,1,1.0,23385.0,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
23.0,1,10.0,2,2.0,5.0,3.0,0,4,0,1.0,17819.0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
36.0,1,21.0,3,5.0,4.0,3.0,1,5,1,2.0,22421.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
36.0,1,12.0,2,3.0,3.0,1.0,0,5,1,1.0,18210.0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
58.0,1,13.0,2,4.0,5.0,1.0,1,4,1,0.0,25008.0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
43.0,1,13.0,2,2.0,3.0,5.0,0,4,0,1.0,17089.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
42.0,1,24.0,2,3.0,5.0,7.0,1,1,0,0.0,20410.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
38.0,1,24.0,2,5.0,3.0,4.0,1,5,0,1.0,20811.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
36.0,1,7.0,4,6.0,3.0,3.0,0,3,0,2.0,21655.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
32.0,1,11.0,2,1.0,3.0,4.0,1,1,0,1.0,17432.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
32.0,3,6.0,2,3.0,3.0,2.0,0,5,1,0.0,25422.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
22.0,1,11.0,2,1.0,4.0,2.0,1,4,1,0.0,17328.0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
37.0,1,15.0,4,2.0,5.0,2.0,0,3,0,2.0,30391.0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
25.0,1,16.0,3,5.0,4.0,3.0,0,5,1,1.0,21372.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
46.0,3,10.0,2,4.0,4.0,3.0,0,5,1,0.0,33789.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True
26.0,1,31.0,2,5.0,3.0,2.0,0,1,0,0.0,17293.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
32.0,3,13.0,4,6.0,3.0,6.0,1,3,1,2.0,24850.0,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False
38.0,3,16.0,3,4.0,3.0,1.0,1,3,1,1.0,23740.0,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False
27.0,1,10.0,3,3.0,3.0,2.0,0,1,0,0.0,17318.0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
28.0,1,9.0,3,4.0,3.0,2.0,0,5,1,1.0,22905.0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
32.0,1,30.0,3,3.0,3.0,2.0,0,4,1,0.0,20309.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False
46.0,3,16.0,3,4.0,3.0,3.0,1,1,0,0.0,24071.0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
24.0,3,30.0,2,3.0,3.0,1.0,0,4,0,1.0,17400.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
